   0.0000000e+00  -8.5065081e-01  -5.2573111e-01
   5.2573111e-01   0.0000000e+00  -8.5065081e-01
  -5.2573111e-01  -1.3159879e-17  -8.5065081e-01
  -8.5065081e-01   5.2573111e-01   0.0000000e+00
  -8.5065081e-01  -5.2573111e-01  -1.3159879e-17
   0.0000000e+00  -8.5065081e-01   5.2573111e-01
  -5.7735027e-01   5.7735027e-01   5.7735027e-01
  -3.5682209e-01   9.3417236e-01   0.0000000e+00
  -9.3417236e-01   0.0000000e+00   3.5682209e-01
  -5.5201681e-18   3.5682209e-01   9.3417236e-01
   3.5682209e-01   9.3417236e-01   0.0000000e+00
   9.3417236e-01   0.0000000e+00   3.5682209e-01
   5.7735027e-01   5.7735027e-01   5.7735027e-01
   5.7735027e-01  -5.7735027e-01   5.7735027e-01
   0.0000000e+00  -3.5682209e-01   9.3417236e-01
  -5.7735027e-01  -5.7735027e-01   5.7735027e-01
  -3.0901699e-01   5.0000000e-01   8.0901699e-01
  -8.0901699e-01   3.0901699e-01   5.0000000e-01
  -5.0000000e-01   8.0901699e-01   3.0901699e-01
  -7.7351827e-18   1.0000000e+00   0.0000000e+00
  -5.0000000e-01   8.0901699e-01  -3.0901699e-01
  -8.0901699e-01  -3.0901699e-01   5.0000000e-01
  -1.0000000e+00   0.0000000e+00  -7.7351827e-18
   0.0000000e+00  -7.7351827e-18   1.0000000e+00
   3.0901699e-01   5.0000000e-01   8.0901699e-01
   5.0000000e-01   8.0901699e-01  -3.0901699e-01
   5.0000000e-01   8.0901699e-01   3.0901699e-01
   8.0901699e-01   3.0901699e-01   5.0000000e-01
   8.0901699e-01  -3.0901699e-01   5.0000000e-01
   3.0901699e-01  -5.0000000e-01   8.0901699e-01
  -3.0901699e-01  -5.0000000e-01   8.0901699e-01
  -3.0353145e-01   7.5431546e-01   5.8213129e-01
  -5.8213129e-01   3.0353145e-01   7.5431546e-01
  -7.5431546e-01   5.8213129e-01   3.0353145e-01
  -1.8759275e-01   9.4190822e-01  -2.7859984e-01
  -1.8759275e-01   9.4190822e-01   2.7859984e-01
  -6.3837676e-01   7.6972405e-01   0.0000000e+00
  -7.6972405e-01   0.0000000e+00   6.3837676e-01
  -9.4190822e-01  -2.7859984e-01   1.8759275e-01
  -9.4190822e-01   2.7859984e-01   1.8759275e-01
   2.7859984e-01   1.8759275e-01   9.4190822e-01
  -2.7859984e-01   1.8759275e-01   9.4190822e-01
  -9.8759218e-18   6.3837676e-01   7.6972405e-01
   1.8759275e-01   9.4190822e-01  -2.7859984e-01
   6.3837676e-01   7.6972405e-01  -9.8759218e-18
   1.8759275e-01   9.4190822e-01   2.7859984e-01
   7.6972405e-01  -9.8759218e-18   6.3837676e-01
   9.4190822e-01   2.7859984e-01   1.8759275e-01
   9.4190822e-01  -2.7859984e-01   1.8759275e-01
   7.5431546e-01   5.8213129e-01   3.0353145e-01
   5.8213129e-01   3.0353145e-01   7.5431546e-01
   3.0353145e-01   7.5431546e-01   5.8213129e-01
   3.0353145e-01  -7.5431546e-01   5.8213129e-01
   5.8213129e-01  -3.0353145e-01   7.5431546e-01
   7.5431546e-01  -5.8213129e-01   3.0353145e-01
   2.7859984e-01  -1.8759275e-01   9.4190822e-01
   0.0000000e+00  -6.3837676e-01   7.6972405e-01
  -2.7859984e-01  -1.8759275e-01   9.4190822e-01
  -3.0353145e-01  -7.5431546e-01   5.8213129e-01
  -7.5431546e-01  -5.8213129e-01   3.0353145e-01
  -5.8213129e-01  -3.0353145e-01   7.5431546e-01
